Contributor,Coverage,Creator,Date,Description,Director,Duration,Language,Local URL,Original Format,Producer,Publisher,Relation,Rights,Source,Subject,Text,Title,Transcription,Type,URL,added,collection_id,collection_resource,collection_url,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url

For a better understanding, we urge you to peruse our human-readable licenses, or read from the Open Font Library Wiki.

We Want the Best of the Best
As a contributor to our collection of high-quality typefaces, anyone who has a well designed typeface to share with the world is welcome to request membership. However, as founders of The League, we will use our best design judgement whether or not to add a typeface to our collection. Not because we don’t appreciate anyone who has something to share, but because we want to maintain the highest of standards.

Our Members
The League members are a group of very special people. It includes, us, the founders, as well as the all important Contributors, and those interested in participating and supporting the movement. These are the people who made it all possible, the reason why we have beautifully crafted, hand-made typefaces for everyone to enjoy, the people who help us fuel this revolution, and those who keep the open-source type movement alive. So, thank you all.",<em>Our Manifesto</em> (The League of Moveable Type),,,,2014-09-12T18:31:24+00:00,10,collections,http://digitalmanifesto.omeka.net/api/collections/10,,1,files,http://digitalmanifesto.omeka.net/api/files?item=143,143,1,Document,item_types,http://digitalmanifesto.omeka.net/api/item_types/1,2014-10-26T12:24:51+00:00,16245,users,http://digitalmanifesto.omeka.net/api/users/16245,True,"Digital Design, Open Access, Open Source",http://digitalmanifesto.omeka.net/api/items/143
,Global,Eric Zimmerman,"September 9, 2013","In his <em>Manifesto for a Ludic Century</em>, Eric Zimmerman describes how digital technologies give games new relevance. While games feature new design elements, platforms for literacy, and provide entertainment, Zimmerman underscores the character of play at work in contemporary games, compelling his readers to explore and experiment with the very digital systems that have come to define our lives.",,,EN,,,,"<a href=""http://kotaku.com/"">http://kotaku.com/</a>",,,"<a href=""http://kotaku.com/manifesto-the-21st-century-will-be-defined-by-games-1275355204"">http://kotaku.com/manifesto-the-21st-century-will-be-defined-by-games-1275355204</a>","Gaming, Digital Design","Manifesto for a Ludic Century
by Eric Zimmerman

Games are ancient.

Like making music, telling stories, and creating images, playing games is part of what it means to be human. Games are perhaps the first designed interactive systems our species invented.

Digital technology has given games a new relevance.

The rise of computers has paralleled the resurgence of games in our culture. This is no accident. Games like Chess, Go, and Parcheesi are much like digital computers, machines for creating and storing numerical states. In this sense, computers didn’t create games; games created computers.

The 20th Century was the century of information.

Systems theory, communications theory, cybernetics, artificial intelligence, computer science – these fields, many of them emerging well before electronic computers, helped create the “information revolution.”

The abstraction of information has made possible massively complex bureaucracies and technologies, from telegraph and telephone networks to NASDAQ and Facebook. 

In our Ludic Century, information has been put at play. 

Our information networks no longer take the form of vast card catalogs or webs of pneumatic tubes. Digital networks are flexible and organic.

In the last few decades, information has taken a playful turn. To take a prime example, Wikipedia is not about users accessing a storehouse of expert knowledge. It is a messy, chaotic community in which the users are also the experts, who together create the information while also evolving the system as a whole.

In the 20th Century, the moving image was the dominant cultural form.

While music, architecture, the written word, and many other forms of expression flourished in the last century, the moving image came to dominate. Personal storytelling, news reporting, epic cultural narratives, political propaganda – all were expressed most powerfully through film and video. 

The rise of the moving image is tightly bound to the rise of information; film and video as media represent linear, non-interactive information that is accessed by a viewer. 

The Ludic Century is an era of games.

When information is put at play, game-like experiences replace linear media. Media and culture in the Ludic Century is increasingly systemic, modular, customizable, and participatory. Games embody all of these characteristics in a very direct sense.

Increasingly, the ways that people spend their leisure time and consume art, design, and entertainment will be games - or experiences very much like games.

We live in a world of systems.

The ways that we work and communicate, research and learn, socialize and romance, conduct our finances and communicate with our governments, are all intimately intertwined with complex systems of information – in a way that could not have existed a few decades ago.

For such a systemic society, games make a natural fit. While every poem or every song is certainly a system, games are dynamic systems in a much more literal sense. From Poker to Pac-Man to Warcraft, games are machines of inputs and outputs that are inhabited, manipulated, and explored.

There is a need to be playful.

It is not enough to merely be a systems-literate person; to understand systems in an analytic sense. We also must learn to be playful in them. A playful system is a human system, a social system rife with contradictions and with possibility.

Being playful is the engine of innovation and creativity: as we play, we think about thinking and we learn to act in new ways. As a cultural form, games have a particularly direct connection with play. 

We should think like designers.

In the Ludic Century, we cannot have a passive relationship to the systems that we inhabit. We must learn to be designers, to recognize how and why systems are constructed, and to try to make them better. 

It took several decades for automobiles to shift from being a hobbyist technology requiring expert knowledge to being a locked-in consumer product. The constant change of digital technology means that our hardware and software systems may never stabilize in this way. To fully engage with our world of systems, we must all think like designers. 

Games are a literacy. 

Systems, play, design: these are not just aspects of the Ludic Century, they are also elements of gaming literacy. Literacy is about creating and understanding meaning, which allows people to write (create) and read (understand).

New literacies, such as visual and technological literacy, have also been identified in recent decades. However, to be truly literate in the Ludic Century also requires gaming literacy. The rise of games in our culture is both cause and effect of gaming literacy in the Ludic Century. 


Gaming literacy can address our problems.

The problems the world faces today requires the kinds of thinking that gaming literacy engenders. How does the price of gas in California affect the politics of the Middle East affect the Amazon ecosystem? These problems force us to understand how the parts of a system fit together to create a complex whole with emergent effects. They require playful, innovative, trans-disciplinary thinking in which systems can be analyzed, redesigned, and transformed into something new. 

In the Ludic Century, everyone will be a game designer.

Games alter the very nature of cultural consumption. Music is played by musicians, but most people are not musicians – they listen to music that someone else has made. Games, on the other hand, require active participation.

Game design involves systems logic, social psychology, and culture hacking. To play a game deeply is to think more and more like a game designer – to tinker, retro-engineer, and modify a game in order to find new ways to play. As more people play more deeply in the Ludic Century, the lines will become increasingly blurred between game players and game designers.

Games are beautiful. They do not need to be justified.

This above all: games are not valuable because they can teach someone a skill or make the world a better place. Like other forms of cultural expression, games and play are important because they are beautiful. 

Appreciating the aesthetics of games – how dynamic interactive systems create beauty and meaning – is one of the delightful and daunting challenges we face in this dawning Ludic Century.

Very special thanks to the brilliant Heather Chaplin for developing these ideas with me over many conversations and arguments. And thanks to Nathalie Pozzi and John Sharp for insightful suggestions and editing.
",<em>Manifesto for a Ludic Century</em>,,,,2014-09-12T18:39:23+00:00,10,collections,http://digitalmanifesto.omeka.net/api/collections/10,,1,files,http://digitalmanifesto.omeka.net/api/files?item=144,144,1,Document,item_types,http://digitalmanifesto.omeka.net/api/item_types/1,2014-10-26T12:24:37+00:00,16245,users,http://digitalmanifesto.omeka.net/api/users/16245,True,"Digital Design, Gaming",http://digitalmanifesto.omeka.net/api/items/144
,Global,"List of contributors @ <a href=""http://www.musictechifesto.org/?page_id=2"">http://www.musictechifesto.org/?page_id=2</a>","May 7, 2014",The authors of<em> A Manifesto for Music Technologies</em> frame music as a means of world-making. They argue that new music technologies should be open and available to the largest possible audience. They also refuse the monopolization of new music technologies by large corporations.,,,EN,,,,,,,"<a href=""http://www.musictechifesto.org/"">http://www.musictechifesto.org/</a>","Digital Music, Music Technologies, Open Access","Music Technology Matters…

Music technology has never been more exciting.  Every day brings new ways to be musical through new software, instruments, devices, platforms and protocols for fans, artists, and organizations.  People are experimenting with new ways to perform, collaborate and compose, to listen to their favorite artists and discover new ones, and to share the music they love.

Music technologies help us explore what it means to be human, to create, and to participate.  Music has always been technological.  Bone flutes and drums are among the oldest known technologies.  But music technologies are more than devices. They range from instruments and objects to toys, musical scales, notation, concert venues, software, books, policies, laws, copyright, platforms, habits and more.  They are ways of doing and being. They are both ordinary and extraordinary. Music gains life through an enormous range of practices and spaces.

Music technologies create possible futures and offer new ways to inhabit the present and past. Their changes presage changes in culture, signaling trends yet to come. They are thus sites of struggles over money, membership, power, and prestige.  Technological change is inseparable from economic, cultural and political change.

…But It Can Be More

Meaningful innovation is sustainable and just – yet the current landscape of music technology favors short-term profit-making, too often at the expense of deeper cultural concerns. Landfills swell with carelessly-designed consumer electronics, discs, cartridges, instruments, toys and gadgets. Like other cultural workers, many who contribute most to the richness of musical cultures lead increasingly precarious economic lives. But those who stand to profit the most economically have the biggest say in policy discussions. Too often music technologies are used as tools of exclusion rather than inclusion. Because what counts as “music,” “technology,” and “music technology” is unsettled, those with the most power create the most powerful definitions.

Meaningful innovation bridges multiple perspectives – yet the music technology field remains predominantly white, male, and tends toward assumptions that its user base is Western and able-bodied. Music is too often denigrated as frivolous or fetishized as sacred, shutting down discussion, action and investment in transformation. Technology, too, is fetishized, as if it did not come from and contribute to particular cultural worlds. It suffers from the glamour of the new, when it should be understood within its long history.

Meaningful innovation happens when fields intersect – yet those who work in music technology are too often siloed in distinct fields within universities, industry, startups, journalism, hobbyist and fan subcultures. We don’t always know how to think together, and we often do not know what others can contribute. We don’t even know what we don’t know. When fields do come together, old hierarchies too often overshadow the spirit of collaboration and mutual learning. Institutional barriers challenge our ability to work together, from the way organizations are structured to reward-systems that encourage people to keep doing what they have always done.

Let’s Build Better Worlds

Music technologies make worlds. Let us make better worlds. Let music technology do good, serve public interest, foster belonging, justice, collaboration and sharing, enable greater access to positive musical experiences and personal connections, and create durable objects and practices.

We call for greater awareness of the cultural forces already in new music technologies, and the courage to challenge or change them when the collective good demands it.

Ask of any music technology: For whom will this make things better? How? Is it open or closed to creativity and innovation it has not yet anticipated?

Ask of any policy: Whose rights and opportunities are being promoted?  Whose are being eroded? What idea of culture does it presume?

Ask of any practice: Who is invited to join in? Who is left out? Where will it find support?

Ask of any organization: How does it help people come together? Does it exploit them in doing so?

We must create more opportunities for people to engage one another through music. We must fight for people’s rights to create music and music technologies, and to enjoy music free of rent-seeking and unwarranted legal intimidation. We must stand up to abusive musical practices, from exploiting people’s dreams of making a living in music, to criminalizing whole classes of audiences and musicians, to subjecting people to hearing loss, to the use of music in coercion, warfare and torture.

Those concerned with music technology must develop a sense of ourselves as a “we” across different fields: creators, theorists, scholars, engineers, journalists, lawyers, activists, policy-makers, and others all together. We may not always agree, but we must have a sense of the whole and of our places within it.  We must acknowledge one another as equals so that we can collaborate on equal footing.

We call for cultural policies that foster music in its many forms and understand music technology as integral to culture.  We call for policies that support the arts through practices that go beyond markets. We call for a long-term perspective that privileges collective meaning and sustainability over profit. We call for everyone with a stake in music to have equally powerful voices in policy.

We call on scholars of music technology to ask big, important, difficult questions.  We call on their institutions to expand the range of practices that are considered legitimate modes of inquiry and to reduce barriers to collaboration.

We call for spaces that foster the highest levels of intellectual engagement through serious, sustained, challenging discussions and through play and creativity. We call for large and small venues where people work together across divisions—industrial, cultural, intellectual—in order to create more meaningful music technologies and to support others doing the same. We call for speakers, panels, conferences, and meetings to include people who may not seem to belong there.  We call on music technologists to explore venues where they may not think they fit.

We call on companies to produce music technologies that matter, that foster meaningful communities, that consider musical culture and user bases as much more than cash registers.

We call for technologies to be created with an eye for the long-term. Musical objects should last as long as the materials out of which they are made or they should be modular, recyclable, or transformable. They should be forward-compatible whenever possible.  Data must be portable and not bound to a particular company or platform.  At the same time, standards must not become coercive.  Music is not standard. We must cultivate the freedom to build and use nonstandard tools.

We are Music Technologists. We work in science, art, engineering, humanities, activism, social science, policy and industry. We believe in music technology and we want to build better worlds. We invite you to join us.
",<em>A Manifesto for Music Technologies</em>,,,,2014-09-14T17:56:46+00:00,12,collections,http://digitalmanifesto.omeka.net/api/collections/12,,1,files,http://digitalmanifesto.omeka.net/api/files?item=146,146,1,Document,item_types,http://digitalmanifesto.omeka.net/api/item_types/1,2014-10-28T12:53:11+00:00,16245,users,http://digitalmanifesto.omeka.net/api/users/16245,True,"Digital Music, Open Access",http://digitalmanifesto.omeka.net/api/items/146
,Global,Balilla Pratella,,"In he<em>r Manifesto for Futurist Musicians</em>, Balilla Pratella argues that mediocrity and ignorance dominate musical production and composition. Pratella's claim to Futurism, then, is a call for musical experimentation, communal production, and the rejection of history.",,,EN,,,,"<a href=""http://www.unknown.nu/"">http://www.unknown.nu/</a>",,,"<a href=""http://www.unknown.nu/futurism/musicians.html"">http://www.unknown.nu/futurism/musicians.html</a>","Futurism, Musical Experimentation","Manifesto of Futurist Musicians

Balilla Pratella

I appeal to the young. Only they should listen, and only they can understand what I have to say. Some people are born old, slobbering spectres of the past, cryptograms swollen with poison. To them no words or ideas, but a single injunction: the end.

I appeal to the young, to those who are thirsty for the new, the actual, the lively. They follow me, faithful and fearless, along the roads of the future, gloriously preceded by my, by our, intrepid brothers, the Futurist poets and painters, beautiful with violence, daring with rebellion, and luminous with the animation of genius.

A year has passed since a jury composed of Pietro Mascagni, Giacomo Orefice, Guglielmo Mattioli, Rodolfo Ferrari and the critic Gian Battista Nappi announced that my musical Futurist work entitled La Sina d’Vargöun, based on a free verse poem, also by me, had won a prize of 10,000 lire against all other contenders. This prize was to cover the cost of performance of the work thus recognized as superior and worthy, according to the bequest of the Bolognese, Cincinnato Baruzzi.

The performance, which took place in December l909, in the Teatro Comunale in Bologna, brought with it success in the form of enthusiasm, base and stupid criticisms, generous defense on the part of friends and strangers, respect and imitation from my enemies.

After such a triumphal entry into Italian musical society and after establishing contact with the public, publishers and critics, I was able to judge with supreme serenity the intellectual mediocrity, commercial baseness and misoneism that reduce Italian music to a unique and almost unvarying form of vulgar melodrama, an absolute result of which is our inferiority when compared to the Futurist evolution of music in other countries.

In Germany, after the glorious and revolutionary era dominated by the sublime genius of Wagner, Richard Strauss almost elevated the baroque style of instrumentation into an essential form of art, and although he cannot hide the aridity, commercialism and banality of his spirit with harmonic affectations and skillful, complicated and ostentatious acoustics, he nevertheless does struggle to combat and overcome the past with innovatory talent.

In France, Claude Debussy, a profoundly subjective artist and more a literary man than a musician, swims in a diaphanous and calm lake of tenuous, delicate, clear blue and constantly transparent harmonies. He presents instrumental symbolism and a monotonous polyphony of harmonic sensations conveyed through a scale of whole tones—a new system, but a system nevertheless, and consequently a voluntary limitation. But even with these devices he is not always able to mask the scanty value of his one-sided themes and rhythms and his almost total lack of ideological development. This development consists, as far as he is concerned, in the primitive and infantile periodic repetition of a short and poor theme, or in rhythmic, monotonous and vague progressions. Having returned in his operatic formulae to the stale concepts of Florentine chamber music which gave birth to melodrama in the seventeenth century, he has still not yet succeeded in completely reforming the music drama of his country. Nevertheless, he more than any other fights the past valiantly and there are many points at which he overcomes it. Stronger than Debussy in ideas, but musically inferior, is G. Charpentier.

In England, Edward Elgar is cooperating with our efforts to destroy the past by pitting his will to amplify classical symphonic forms, seeking richer ways of thematic development and multiform variations on a single theme. Moreover, he directs his energy not merely to the exuberant variety of the instruments, but to the variety of their combinational effects, which is in keeping with our complex sensibility.

In Russia, Modeste Mussorgsky, renewed by the spirit of Nikolai Rimsky-Korsakov, grafts the primitive national element on to the formulae inherited from others, and by seeking dramatic truth and harmonic liberty he abandons tradition and consigns it to oblivion. Alexander Glazunov is moving in the same direction, although still primitive and far from a pure and balanced concept of art.

In Finland and Sweden, also, innovatory tendencies are being nourished by means of national musical and poetical elements, and the works of Sibelius confirm this.

And in Italy?

The vegetating schools, conservatories and academies act as snares for youth and art alike. In these hot-beds of impotence, masters and professors, illustrious deficients, perpetuate traditionalism and combat any effort to widen the musical field.

The result is prudent repression and restriction of any free and daring tendency; constant mortification of impetuous intelligence; unconditioned propping-up of imitative and incestuous mediocrity; prostitution of the great glories of the music of the past, used as insidious arms of offense against budding talent; limitation of study to a useless form of acrobatics floundering in the perpetual last throes of a behindhand culture that is already dead.

The young musical talents stagnating in the conservatories have their eyes fixed on the fascinating mirage of opera under the protection of the big publishing houses. Most of them end up bad—and all the worse for lack of ideological and technical foundations. Very few get so far as to see their work staged, and most of these pay out money to secure venal and ephemeral successes, or polite toleration.

Pure symphony, the last refuge, harbors the failed opera composers, who justify themselves by preaching the death of the music drama as an absurd and anti-musical form. On the other hand they confirm the traditional claim that the Italians are not born equipped for the symphony, revealing themselves equally inept in this most noble and vital form of composition. The cause of their double failure is unique, and is not to be sought in the completely guiltless and incessantly slandered forms of opera and symphony, but in the writers’ own impotence.

They make use, in their ascent to fame, of that absurd swindle that is called well-made music, the falsification of all that is true and great, a worthless copy sold to a public that lets itself be cheated by its own free will.

But the rare fortunates who, through multiple renunciations, have managed to obtain the protection of the large publishers, to whom they are tied by illusory and humiliating noose-contracts, these represent the classes of serfs, cowards and those who voluntarily sell themselves.

The great publisher-merchants rule over everything; they impose commercial limitations on operatic forms, proclaiming which models are not to be excelled, unsurpassable: the base, rickety and vulgar operas of Giacomo Puccini and Umberto Giordano.

Publishers pay poets to waste their time and intelligence in concocting and seasoning—in accordance with the recipes of that grotesque pastry cook called Luigi Illica—that fetid cake that goes by the name of opera libretto.

Publishers discard any opera that surpasses mediocrity, since they have a monopoly to disseminate and exploit their wares and defend the field of action from any dreaded attempt at rebellion.

Publishers assume protection and power over public taste, and, with the complicity of the critics, they evoke as example or warning amidst the tears and general chaos, our alleged Italian monopoly of melody and of bel canto, and our never sufficiently praised opera, that heavy and suffocating crop of our nation.

Only Pietro Mascagni, the publishers’ favorite, has had the spirit and power to rebel against the traditions of art, against publishers and the deceived and spoilt public. His personal example, first and unique in Italy, has unmasked the infamy of publishing monopolies and the venality of the critics. He has hastened the hour of our liberation from commercial czarism and dilettantism in music; Pietro Mascagni has shown great talent in his real attempts at innovation in the harmonic and lyrical aspects of opera, even though he has not yet succeeded in freeing himself from traditional forms.

The shame and filth that I have denounced in general terms faithfully represent Italy’s past in its relationship with art and with the customs of today: industry of the dead, cult of cemeteries, parching of the vital sources.

Futurism, the rebellion of the life of intuition and feeling, quivering and impetuous spring, declares inexorable war on doctrines, individuals and works that repeat, prolong or exalt the past at the expense of the future. It proclaims the conquest of amoral liberty, of action, conscience and imagination. It proclaims that Art is disinterest, heroism and contempt for easy success.

I unfurl to the freedom of air and sun the red flag of Futurism, calling to its flaming symbol such young composers as have hearts to love and fight, minds to conceive, and brows free of cowardice. And I shout with joy at feeling myself unfettered from all the chains of tradition, doubt, opportunism and vanity.

I, who repudiate the title of Maestro as a stigma of mediocrity and ignorance, hereby confirm my enthusiastic adhesion to Futurism, offering to the young, the bold and the reckless these my irrevocable conclusions:

To convince young composers to desert schools, conservatories and musical academies, and to consider free study as the only means of regeneration.

To combat the venal and ignorant critics with assiduous contempt, liberating the public from the pernicious effects of their writings. 

To found with this aim in view a musical review that will be independent and resolutely opposed to the criteria of conservatory professors and to those of the debased public.

To abstain from participating in any competition with the customary closed envelopes and related admission charges, denouncing all mystifications publicly, and unmasking the incompetence of juries, which are generally composed of fools and impotents.

To keep at a distance from commercial or academic circles, despising them, and preferring a modest life to bountiful earnings acquired by selling art.

The liberation of individual musical sensibility from all imitation or influence of the past, feeling and singing with the spirit open to the future, drawing inspiration and aesthetics from nature, through all the human and extra-human phenomena present in it. Exalting the man-symbol everlastingly renewed by the varied aspects of modern life and its infinity of intimate relationships with nature.

To destroy the prejudice for “well-made” music—rhetoric and impotence—to proclaim the unique concept of Futurist music, as absolutely different from music to date, and so to shape in Italy a Futurist musical taste, destroying doctrinaire, academic and soporific values, declaring the phrase “let us return to the old masters” to be hateful, stupid and vile.

To proclaim that the reign of the singer must end, and that the importance of the singer in relation to a work of art is the equivalent of the importance of an instrument in the orchestra.

To transform the title and value of the “operatic libretto” into the title and value of “dramatic or tragic poem for music”, substituting free verse for metric structure. Every opera writer must absolutely and necessarily be the author of his own poem.

To combat categorically all historical reconstructions and traditional stage sets and to declare the stupidity of the contempt felt for contemporary dress.

To combat the type of ballad written by Tosti and Costa, nauseating Neapolitan songs and sacred music which, having no longer any reason to exist, given the breakdown of faith, has become the exclusive monopoly of impotent conservatory directors and a few incomplete priests.

To provoke in the public an ever-growing hostility towards the exhumation of old works which prevents the appearance of innovators, to encourage the support and exaltation of everything in music that appears original and revolutionary, and to consider as an honor the insults and ironies of moribunds and opportunists.

And now the reactions of the traditionalists are poured on my head in all their fury. I laugh serenely and care not a jot; I have climbed beyond the past, and I loudly summon young musicians to the flag of Futurism which, launched by the poet Marinetti in Le Figaro in Paris, has in a short space of time conquered most of the intellectual centers of the world.",<em>Manifesto for Futurist Musicians</em>,,,,2014-09-14T18:01:43+00:00,12,collections,http://digitalmanifesto.omeka.net/api/collections/12,,1,files,http://digitalmanifesto.omeka.net/api/files?item=148,148,1,Document,item_types,http://digitalmanifesto.omeka.net/api/item_types/1,2014-10-26T12:24:15+00:00,16245,users,http://digitalmanifesto.omeka.net/api/users/16245,True,Digital Music,http://digitalmanifesto.omeka.net/api/items/148
,Global,Rafael Toral,"June 21, 2012","In his <em>Manifesto for Electronic Music</em>, Rafael Toral argues for electronic music's cultural emancipation, characterized by ""the appreciation of a genre by its formal, aesthetic and spiritual characteristics, regardless of the type of instrumental resources used.""",,,EN,,,,"<a href=""http://rafaeltoral.net/"">http://rafaeltoral.net/</a>",,,"<a href=""http://rafaeltoral.net/manifesto_EN"">http://rafaeltoral.net/manifesto_EN</a>","Electronic Music, Cultural Emancipation","MANIFESTO FOR ELECTRONIC MUSIC
 	 	 	 	 	 	 	 	 	 
I
Fundamentation

a) Music is and has always been a human activity, a manifestation of beings endowed with free choice, self-awareness, creative impulse, and the ability to judge and adopt criteria.
 
b) From its beginnings until today, electronic music has been primarily based on technology. From circuit behaviour, synthesis techniques or computation to manipulation of recordings or studio composition strategies, the majority of its past and current practices holds its basic technological configuration as being of primary value. The human (physical, mental, spiritual) aspects of performance have thus been regarded as being of secondary value, especially those which result from free decisions. The expression ""electronic music"" itself reveals these values.
 
c) Musical creation, being a human activity, should not be based on technology but, naturally, on the musician. Artistically relevant art forms tend not to have their own technology as subject. Music, regardless of its form (except generative), genre or creative process, is based on the musician's free decisions.
 
 
II
Designation

a) Electronic music is about one hundred years old, and has developed substantial maturity as an artistic practice. However, it has not reached cultural emancipation as a musical genre. Cultural emancipation is understood in this context as the appreciation of a genre by its formal, aesthetic and spiritual characteristics, regardless of the type of instrumental resources used.
 
b) The term ""electronic music"" refers to the type of technology used in its creation. It is a cultural anomaly for a musical genre to be defined by the instruments that are used in it (one does not use the term ""saxophone music,"" for instance), and this demonstrates its lack of cultural emancipation.
 
c) In its early decades, an innovative and revolutionary kind of artistic expression was generically named ""electronic music"". Today, however, the instrumental resources of electronic music are commonly used by multiple musical genres (techno, academic, glitch, ambient, experimental, noise, minimalism, etc.), yet all these are still indiscriminately known by the term ""electronic music"". It is no longer justified to apply the same designation to musical practices whose sole commonality is the use of the same electronic tools.
 
 
III
Conclusion

a) Music as a human achievement (physical, mental, spiritual) is a primary cultural value.
 
b) Music as a technological achievement is a secondary cultural value.
 
c) The term ""electronic music"", which encompasses musical expressions that have little in common, is no longer useful and is becoming void of meaning. Cultural emancipation of music creation using electronic means requires that the term ""electronic music"" is no longer used as a reference, referring instead to its actual or closest musical genre, or establishing a new one.
 
 
Rafael Toral
Europe, June 21, 2012",<em>Manifesto for Electronic Music</em>,,,,2014-09-14T18:03:49+00:00,12,collections,http://digitalmanifesto.omeka.net/api/collections/12,,1,files,http://digitalmanifesto.omeka.net/api/files?item=149,149,1,Document,item_types,http://digitalmanifesto.omeka.net/api/item_types/1,2014-10-26T12:24:03+00:00,16245,users,http://digitalmanifesto.omeka.net/api/users/16245,True,"Cultural Emancipation, Electronic Music",http://digitalmanifesto.omeka.net/api/items/149
